t,x,y,vx,vy,kinetic_energy
2230.0162900671,0.3084154752,-1.0258807158,0.0047289179,0.0194004319,0.0001993697
2230.0305466660,0.3084828402,-1.0256040856,0.0047214977,0.0194068509,0.0001994592
2230.0449400126,0.3085507461,-1.0253247111,0.0047142774,0.0194130380,0.0001995452
2230.0593248846,0.3086185100,-1.0250454143,0.0047073235,0.0194189378,0.0001996270
2230.0737818661,0.3086865148,-1.0247646339,0.0047005893,0.0194245920,0.0001997052
2230.0882871416,0.3087546506,-1.0244828353,0.0046940798,0.0194299982,0.0001997796
2230.1029086108,0.3088232384,-1.0241987019,0.0046877593,0.0194351874,0.0001998508
2230.1176186744,0.3088921504,-1.0239127723,0.0046816361,0.0194401542,0.0001999187
2230.1323600662,0.3089611204,-1.0236261622,0.0046757279,0.0194448859,0.0001999830
2230.1472019178,0.3090304741,-1.0233375302,0.0046700015,0.0194494110,0.0002000443
2230.1621047888,0.3091000290,-1.0230476457,0.0046644673,0.0194537227,0.0002001023
2230.1770809860,0.3091698446,-1.0227562719,0.0046591156,0.0194578305,0.0002001573
2230.1921065622,0.3092398115,-1.0224638772,0.0046539493,0.0194617339,0.0002002092
2230.2072522406,0.3093102605,-1.0221690876,0.0046489398,0.0194654562,0.0002002583
2230.2225016955,0.3093811171,-1.0218722227,0.0046440891,0.0194689971,0.0002003047
2230.2377857843,0.3094520618,-1.0215746310,0.0046394144,0.0194723460,0.0002003482
2230.2531674997,0.3095233889,-1.0212750882,0.0046348916,0.0194755222,0.0002003891
2230.2687033235,0.3095953615,-1.0209724963,0.0046305011,0.0194785404,0.0002004275
2230.2843060929,0.3096675768,-1.0206685546,0.0046262645,0.0194813873,0.0002004634
2230.2999821668,0.3097400662,-1.0203631417,0.0046221753,0.0194840692,0.0002004967
2230.3158505212,0.3098133808,-1.0200539412,0.0046182001,0.0194866093,0.0002005279
2230.3317499877,0.3098867771,-1.0197440954,0.0046143760,0.0194889854,0.0002005565
2230.3477767961,0.3099607010,-1.0194317311,0.0046106757,0.0194912164,0.0002005829
2230.3638503743,0.3100347822,-1.0191184206,0.0046071141,0.0194932953,0.0002006070
2230.3800552711,0.3101094119,-1.0188025178,0.0046036687,0.0194952371,0.0002006290
2230.3963803227,0.3101845397,-1.0184842421,0.0046003392,0.0194970434,0.0002006489
2230.4128171940,0.3102601282,-1.0181637578,0.0045971243,0.0194987166,0.0002006668
2230.4294179143,0.3103364178,-1.0178400520,0.0045940117,0.0195002647,0.0002006826
2230.4461673874,0.3104133397,-1.0175134207,0.0045910020,0.0195016883,0.0002006966
2230.4630409979,0.3104907818,-1.0171843457,0.0045880974,0.0195029882,0.0002007086
2230.4799888747,0.3105685164,-1.0168538013,0.0045853032,0.0195041640,0.0002007187
2230.4970426958,0.3106466903,-1.0165211716,0.0045826107,0.0195052217,0.0002007270
2230.5142628539,0.3107255810,-1.0161852803,0.0045800080,0.0195061676,0.0002007335
2230.5317115827,0.3108054741,-1.0158449149,0.0045774847,0.0195070065,0.0002007383
2230.5492503698,0.3108857362,-1.0155027792,0.0045750586,0.0195077339,0.0002007414
2230.5669267955,0.3109665861,-1.0151579465,0.0045727205,0.0195083549,0.0002007428
2230.5847994456,0.3110482924,-1.0148092757,0.0045704608,0.0195088736,0.0002007426
2230.6027797346,0.3111304509,-1.0144584966,0.0045682886,0.0195092896,0.0002007408
2230.6209497701,0.3112134377,-1.0141040091,0.0045661917,0.0195096074,0.0002007374
2230.6392232279,0.3112968592,-1.0137474989,0.0045641780,0.0195098278,0.0002007326
2230.6577013504,0.3113811786,-1.0133869926,0.0045622343,0.0195099542,0.0002007261
2230.6763569810,0.3114662723,-1.0130230217,0.0045603619,0.0195099881,0.0002007183
2230.6952626553,0.3115524718,-1.0126541726,0.0045585524,0.0195099310,0.0002007089
2230.7142574853,0.3116390441,-1.0122835860,0.0045568191,0.0195097856,0.0002006982
2230.7334392183,0.3117264357,-1.0119093566,0.0045551511,0.0195095533,0.0002006860
2230.7528693514,0.3118149271,-1.0115302864,0.0045535417,0.0195092350,0.0002006725
2230.7724357562,0.3119040083,-1.0111485646,0.0045519986,0.0195088342,0.0002006577
2230.7921810195,0.3119938740,-1.0107633621,0.0045505164,0.0195083521,0.0002006415
2230.8121232595,0.3120846072,-1.0103743274,0.0045490922,0.0195077901,0.0002006241
2230.8322623542,0.3121762079,-1.0099814645,0.0045477245,0.0195071499,0.0002006053
2230.8526669785,0.3122689889,-1.0095834356,0.0045464073,0.0195064305,0.0002005853
2230.8732227598,0.3123624308,-1.0091824738,0.0045451468,0.0195056376,0.0002005641
2230.8940301777,0.3124569909,-1.0087766207,0.0045439350,0.0195047691,0.0002005417
2230.9150964792,0.3125527024,-1.0083657372,0.0045427707,0.0195038256,0.0002005180
2230.9363112918,0.3126490645,-1.0079519778,0.0045416584,0.0195028137,0.0002004932
2230.9578695899,0.3127469633,-1.0075315420,0.0045405867,0.0195017256,0.0002004671
2230.9795691090,0.3128454807,-1.0071083763,0.0045395645,0.0195005725,0.0002004400
2231.0014705455,0.3129448929,-1.0066812990,0.0045385872,0.0194993532,0.0002004118
2231.0236770308,0.3130456684,-1.0062483011,0.0045376491,0.0194980632,0.0002003824
2231.0461755056,0.3131477484,-1.0058096397,0.0045367498,0.0194967041,0.0002003518
2231.0688500506,0.3132506073,-1.0053675768,0.0045358928,0.0194952843,0.0002003202
2231.0918363531,0.3133548612,-1.0049194693,0.0045350717,0.0194937966,0.0002002875
2231.1151081930,0.3134603914,-1.0044658307,0.0045342865,0.0194922437,0.0002002537
2231.1385882376,0.3135668478,-1.0040081708,0.0045335387,0.0194906321,0.0002002189
2231.1624944642,0.3136752189,-1.0035422434,0.0045328204,0.0194889476,0.0002001828
2231.1866563681,0.3137847322,-1.0030713743,0.0045321360,0.0194872032,0.0002001457
2231.2110297311,0.3138951876,-1.0025964275,0.0045314856,0.0194854032,0.0002001077
2231.2358441856,0.3140076261,-1.0021129310,0.0045308622,0.0194835318,0.0002000684
2231.2609472442,0.3141213571,-1.0016238589,0.0045302689,0.0194816010,0.0002000281
2231.2863532120,0.3142364457,-1.0011289352,0.0045297043,0.0194796110,0.0001999867
2231.3121593705,0.3143533329,-1.0006262677,0.0045291656,0.0194775549,0.0001999442
2231.3382486249,0.3144714887,-1.0001181403,0.0045286543,0.0194754429,0.0001999008
2231.3646855807,0.3145912061,-0.9996032975,0.0045281682,0.0194732708,0.0001998563
2231.3915009467,0.3147126243,-0.9990811445,0.0045277061,0.0194710369,0.0001998107
2231.4187209613,0.3148358625,-0.9985511738,0.0045272666,0.0194687398,0.0001997640
2231.4463234199,0.3149608204,-0.9980138212,0.0045268497,0.0194663819,0.0001997162
2231.4743381868,0.3150876334,-0.9974685089,0.0045264539,0.0194639617,0.0001996673
2231.5027466233,0.3152162175,-0.9969156033,0.0045260790,0.0194614814,0.0001996173
2231.5315614886,0.3153466307,-0.9963548599,0.0045257240,0.0194589406,0.0001995663
2231.5607706910,0.3154788185,-0.9957865177,0.0045253884,0.0194563412,0.0001995142
2231.5904658738,0.3156131960,-0.9952087976,0.0045250704,0.0194536756,0.0001994609
2231.6206475407,0.3157497655,-0.9946216944,0.0045247696,0.0194509445,0.0001994064
2231.6512440924,0.3158882035,-0.9940266052,0.0045244859,0.0194481549,0.0001993509
2231.6823313271,0.3160288530,-0.9934220602,0.0045242182,0.0194453006,0.0001992941
2231.7139709311,0.3161719934,-0.9928068648,0.0045239652,0.0194423765,0.0001992361
2231.7460835607,0.3163172660,-0.9921825668,0.0045237272,0.0194393905,0.0001991770
2231.7787732753,0.3164651416,-0.9915471486,0.0045235028,0.0194363335,0.0001991166
2231.8120152566,0.3166155083,-0.9909010983,0.0045232917,0.0194332082,0.0001990549
2231.8457958667,0.3167683044,-0.9902446865,0.0045230935,0.0194300165,0.0001989920
2231.8801934564,0.3169238847,-0.9895763969,0.0045229072,0.0194267514,0.0001989277
2231.9151884104,0.3170821605,-0.9888966170,0.0045227325,0.0194234155,0.0001988621
2231.9507997624,0.3172432182,-0.9882049835,0.0045225688,0.0194200071,0.0001987952
2231.9870757901,0.3174072762,-0.9875005660,0.0045224155,0.0194165223,0.0001987268
2232.0240325501,0.3175744073,-0.9867830600,0.0045222720,0.0194129599,0.0001986570
2232.0616557859,0.3177445473,-0.9860527501,0.0045221381,0.0194093217,0.0001985858
2232.1000357248,0.3179181042,-0.9853078929,0.0045220131,0.0194055993,0.0001985129
2232.1391216691,0.3180948491,-0.9845494810,0.0045218966,0.0194017981,0.0001984387
2232.1790446733,0.3182753746,-0.9837749806,0.0045217880,0.0193979057,0.0001983627
2232.2197445989,0.3184594089,-0.9829855681,0.0045216871,0.0193939283,0.0001982851
2232.2613223127,0.3186474084,-0.9821792976,0.0045215932,0.0193898563,0.0001982057
2232.3037231784,0.3188391259,-0.9813572391,0.0045215063,0.0193856955,0.0001981246
2232.3470601080,0.3190350724,-0.9805172148,0.0045214257,0.0193814351,0.0001980417
2232.3913168691,0.3192351744,-0.9796595517,0.0045213512,0.0193770770,0.0001979569
2232.4365312059,0.3194396027,-0.9787835308,0.0045212825,0.0193726177,0.0001978702
2232.4827401560,0.3196485249,-0.9778884479,0.0045212191,0.0193680540,0.0001977815
2232.5301057612,0.3198626738,-0.9769711792,0.0045211606,0.0193633700,0.0001976905
2232.5786015282,0.3200819296,-0.9760322541,0.0045211068,0.0193585685,0.0001975973
2232.6282637081,0.3203064564,-0.9750709876,0.0045210574,0.0193536464,0.0001975018
2232.6790475661,0.3205360519,-0.9740882627,0.0045210123,0.0193486081,0.0001974041
2232.7311067294,0.3207714109,-0.9730811249,0.0045209710,0.0193434388,0.0001973039
2232.7845350616,0.3210129579,-0.9720477790,0.0045209333,0.0193381293,0.0001972010
2232.8393725501,0.3212608735,-0.9709874741,0.0045208989,0.0193326757,0.0001970954
2232.8956727067,0.3215154000,-0.9698991991,0.0045208677,0.0193270731,0.0001969870
2232.9535423659,0.3217770202,-0.9687809147,0.0045208394,0.0193213109,0.0001968755
2233.0130344212,0.3220459734,-0.9676316265,0.0045208137,0.0193153840,0.0001967609
2233.0743763811,0.3223232883,-0.9664469705,0.0045207905,0.0193092699,0.0001966427
2233.1374486209,0.3226084240,-0.9652292899,0.0045207697,0.0193029806,0.0001965212
2233.2024557218,0.3229023055,-0.9639746699,0.0045207509,0.0192964960,0.0001963960
2233.2694744705,0.3232052800,-0.9626816669,0.0045207342,0.0192898085,0.0001962669
2233.3385984297,0.3235177705,-0.9613485175,0.0045207192,0.0192829088,0.0001961337
2233.4099300000,0.3238402400,-0.9599732913,0.0045207058,0.0192757870,0.0001959964
2233.4837237362,0.3241738393,-0.9585511309,0.0045206940,0.0192684176,0.0001958543
2233.5602178631,0.3245196455,-0.9570775023,0.0045206835,0.0192607769,0.0001957071
2233.6392981621,0.3248771421,-0.9555546667,0.0045206743,0.0192528766,0.0001955549
2233.7213524418,0.3252480824,-0.9539752221,0.0045206662,0.0192446779,0.0001953970
2233.8066690957,0.3256337702,-0.9523336943,0.0045206591,0.0192361521,0.0001952330
2233.8951503643,0.3260337636,-0.9506320464,0.0045206529,0.0192273090,0.0001950629
2233.9872616272,0.3264501664,-0.9488614187,0.0045206475,0.0192181022,0.0001948859
2234.0833693094,0.3268846351,-0.9470148730,0.0045206429,0.0192084952,0.0001947013
2234.1834968996,0.3273372760,-0.9450920738,0.0045206389,0.0191984856,0.0001945090
2234.2882091546,0.3278106421,-0.9430823052,0.0045206355,0.0191880171,0.0001943081
2234.3978888526,0.3283064639,-0.9409783706,0.0045206327,0.0191770514,0.0001940977
2234.5127170354,0.3288255598,-0.9387769638,0.0045206302,0.0191655705,0.0001938776
2234.6334162853,0.3293711963,-0.9364644221,0.0045206282,0.0191535022,0.0001936464
2234.7607532549,0.3299468393,-0.9340262839,0.0045206265,0.0191407698,0.0001934026
2234.8948877823,0.3305532113,-0.9314597453,0.0045206251,0.0191273574,0.0001931459
2235.0370634692,0.3311959342,-0.9287413107,0.0045206240,0.0191131407,0.0001928741
2235.1873757132,0.3318754393,-0.9258695013,0.0045206230,0.0190981101,0.0001925869
2235.3475289948,0.3325994318,-0.9228121587,0.0045206223,0.0190820954,0.0001922812
2235.5182835265,0.3333713485,-0.9195552623,0.0045206217,0.0190650203,0.0001919555
2235.7011522291,0.3341980287,-0.9160705388,0.0045206212,0.0190467338,0.0001916070
2235.8974644765,0.3350854820,-0.9123333585,0.0045206209,0.0190271028,0.0001912333
2236.1094818560,0.3360439321,-0.9083015296,0.0045206206,0.0190059013,0.0001908301
2236.3395329218,0.3370839057,-0.9039318479,0.0045206204,0.0189828963,0.0001903932
2236.5900273209,0.3382162957,-0.8991798760,0.0045206202,0.0189578470,0.0001899180
2236.8656424662,0.3394622471,-0.8939586045,0.0045206201,0.0189302856,0.0001893959
2237.1688224111,0.3408328085,-0.8882239174,0.0045206200,0.0188999676,0.0001888224
2237.5054064319,0.3423543769,-0.8818681548,0.0045206200,0.0188663092,0.0001881868
2237.8826294287,0.3440596588,-0.8747584639,0.0045206200,0.0188285870,0.0001874758
2238.3106748107,0.3459946892,-0.8667081353,0.0045206199,0.0187857824,0.0001866708
2238.8005212901,0.3482090990,-0.8575179834,0.0045206199,0.0187367978,0.0001857518
2239.3705843290,0.3507861373,-0.8468530761,0.0045206199,0.0186797915,0.0001846853
2240.0420130149,0.3538214112,-0.8343334691,0.0045206199,0.0186126486,0.0001834333
2240.8472455637,0.3574615615,-0.8193783785,0.0045206199,0.0185321254,0.0001819378
2241.8428288781,0.3619622152,-0.8009776630,0.0045206199,0.0184325671,0.0001800978
2243.0887714454,0.3675946480,-0.7780893618,0.0045206199,0.0183079728,0.0001778089
2244.7133132851,0.3749385841,-0.7484792507,0.0045206199,0.0181455186,0.0001748479
2246.8948627589,0.3848005401,-0.7091318621,0.0045206199,0.0179273637,0.0001709132
2249.2810579726,0.3955876216,-0.6666383691,0.0045206199,0.0176887442,0.0001666638
2250.8515754596,0.4026873342,-0.6389812133,0.0045206199,0.0175316924,0.0001638981
2252.0518940625,0.4081135183,-0.6180096350,0.0045206199,0.0174116605,0.0001618010
2252.9956076773,0.4123796889,-0.6016225437,0.0045206199,0.0173172892,0.0001601623
2253.7626209731,0.4158470644,-0.5883693681,0.0045206199,0.0172405879,0.0001588369
2254.4032911012,0.4187432905,-0.5773443614,0.0045206198,0.0171765208,0.0001577344
2254.9511199428,0.4212198164,-0.5679495737,0.0045206198,0.0171217380,0.0001567950
2255.4281253923,0.4233761767,-0.5597937881,0.0045206197,0.0170740374,0.0001559794
2255.8495759117,0.4252813942,-0.5526068072,0.0045206196,0.0170318924,0.0001552607
2256.2266604728,0.4269860501,-0.5461914532,0.0045206195,0.0169941839,0.0001546191
2256.5674005955,0.4285264065,-0.5404066581,0.0045206193,0.0169601099,0.0001540407
2256.9098674537,0.4300745687,-0.5346042467,0.0045206190,0.0169258632,0.0001534604
2257.2204972114,0.4314788074,-0.5293513945,0.0045206185,0.0168948002,0.0001529351
2257.5034318136,0.4327578468,-0.5245752735,0.0045206179,0.0168665066,0.0001524575
2257.7633629363,0.4339328960,-0.5201945217,0.0045206171,0.0168405135,0.0001520194
2258.0041137393,0.4350212380,-0.5161430526,0.0045206161,0.0168164383,0.0001516143
2258.2281604134,0.4360340669,-0.5123778954,0.0045206147,0.0167940335,0.0001512378
2258.4378222842,0.4369818673,-0.5088590249,0.0045206130,0.0167730672,0.0001508859
2258.6350318203,0.4378733751,-0.5055531607,0.0045206109,0.0167533460,0.0001505553
2258.8210729012,0.4387143942,-0.5024380806,0.0045206083,0.0167347416,0.0001502437
2258.9973460044,0.4395112556,-0.4994897494,0.0045206052,0.0167171140,0.0001499489
2259.1648983555,0.4402686933,-0.4966901614,0.0045206013,0.0167003584,0.0001496689
2259.3246508283,0.4409908702,-0.4940235139,0.0045205967,0.0166843826,0.0001494022
2259.4771841453,0.4416804114,-0.4914797531,0.0045205913,0.0166691287,0.0001491478
2259.6232866023,0.4423408804,-0.4890454198,0.0045205848,0.0166545178,0.0001489043
2259.7635639788,0.4429750157,-0.4867101517,0.0045205773,0.0166404892,0.0001486707
2259.8985513659,0.4435852360,-0.4844648066,0.0045205685,0.0166269894,0.0001484462
2260.0284970643,0.4441726638,-0.4823050453,0.0045205583,0.0166139937,0.0001482301
2260.1538677889,0.4447394088,-0.4802229228,0.0045205465,0.0166014552,0.0001480218
2260.2749824711,0.4452869125,-0.4782129764,0.0045205329,0.0165893422,0.0001478207
2260.3922725469,0.4458171253,-0.4762678991,0.0045205175,0.0165776113,0.0001476261
2260.5058677923,0.4463306336,-0.4743854066,0.0045204999,0.0165662497,0.0001474378
2260.6161421462,0.4468291277,-0.4725591823,0.0045204799,0.0165552198,0.0001472550
2260.7232288309,0.4473132098,-0.4707869122,0.0045204574,0.0165445084,0.0001470776
2260.8273556464,0.4477839093,-0.4690647275,0.0045204321,0.0165340926,0.0001469053
2260.9287332068,0.4482421783,-0.4673890556,0.0045204036,0.0165239513,0.0001467375
2261.0275575332,0.4486889026,-0.4657565757,0.0045203718,0.0165140649,0.0001465740
2261.1239237759,0.4491245122,-0.4641656419,0.0045203363,0.0165044238,0.0001464147
2261.2179142672,0.4495493790,-0.4626148249,0.0045202968,0.0164950198,0.0001462594
2261.3097930930,0.4499646966,-0.4610997042,0.0045202530,0.0164858263,0.0001461076
2261.3995374445,0.4503703616,-0.4596205974,0.0045202046,0.0164768457,0.0001459593
2261.4872329274,0.4507667608,-0.4581760373,0.0045201512,0.0164680694,0.0001458145
2261.5731230081,0.4511549945,-0.4567619626,0.0045200924,0.0164594729,0.0001456727
2261.6572578209,0.4515352890,-0.4553775022,0.0045200277,0.0164510511,0.0001455339
2261.7397897738,0.4519083328,-0.4540201058,0.0045199568,0.0164427888,0.0001453977
2261.8206722754,0.4522739151,-0.4526904994,0.0045198792,0.0164346905,0.0001452642
2261.9000439892,0.4526326624,-0.4513863653,0.0045197944,0.0164267424,0.0001451332
2261.9779573554,0.4529848113,-0.4501068065,0.0045197020,0.0164189392,0.0001450046
2262.0546231048,0.4533313138,-0.4488483306,0.0045196013,0.0164112596,0.0001448781
2262.1299001433,0.4536715320,-0.4476132234,0.0045194918,0.0164037177,0.0001447539
2262.2039955636,0.4540064013,-0.4463980581,0.0045193730,0.0163962928,0.0001446316
2262.2767845263,0.4543353571,-0.4452048545,0.0045192443,0.0163889973,0.0001445114
2262.3483978792,0.4546589905,-0.4440314405,0.0045191052,0.0163818180,0.0001443931
2262.4189385899,0.4549777661,-0.4428761049,0.0045189549,0.0163747445,0.0001442766
2262.4884422482,0.4552918445,-0.4417382425,0.0045187926,0.0163677732,0.0001441617
2262.5569263866,0.4556013042,-0.4406175449,0.0045186177,0.0163609022,0.0001440485
2262.6244182920,0.4559062681,-0.4395135450,0.0045184296,0.0163541287,0.0001439369
2262.6909539222,0.4562068980,-0.4384256349,0.0045182274,0.0163474491,0.0001438267
2262.7565597670,0.4565033131,-0.4373533628,0.0045180105,0.0163408607,0.0001437181
2262.8213432439,0.4567959981,-0.4362949559,0.0045177777,0.0163343525,0.0001436107
2262.8853310073,0.4570850727,-0.4352499629,0.0045175282,0.0163279217,0.0001435045
2262.9485352258,0.4573705912,-0.4342181702,0.0045172611,0.0163215672,0.0001433996
2263.0109760256,0.4576526438,-0.4331992346,0.0045169755,0.0163152867,0.0001432958
2263.0726801712,0.4579313506,-0.4321927053,0.0045166704,0.0163090774,0.0001431932
2263.1336739646,0.4582068297,-0.4311981400,0.0045163449,0.0163029368,0.0001430916
2263.1939701321,0.4584791377,-0.4302153185,0.0045159978,0.0162968633,0.0001429910
2263.2536692957,0.4587487280,-0.4292425890,0.0045156277,0.0162908467,0.0001428913
2263.3126486557,0.4590150454,-0.4282819407,0.0045152343,0.0162848993,0.0001427926
2263.3710661706,0.4592788021,-0.4273307894,0.0045148156,0.0162790051,0.0001426948
2263.4289356589,0.4595400594,-0.4263889008,0.0045143703,0.0162731626,0.0001425977
2263.4862099491,0.4597986034,-0.4254570326,0.0045138976,0.0162673764,0.0001425014
2263.5429064650,0.4600545116,-0.4245348915,0.0045133964,0.0162616447,0.0001424059
2263.5991175734,0.4603081999,-0.4236209663,0.0045128644,0.0162559580,0.0001423111
2263.6547907552,0.4605594299,-0.4227161022,0.0045123010,0.0162503216,0.0001422169
2263.7100070443,0.4608085661,-0.4218189742,0.0045117041,0.0162447270,0.0001421233
2263.7647187020,0.4610553918,-0.4209303500,0.0045110728,0.0162391791,0.0001420304
2263.8190699138,0.4613005561,-0.4200478808,0.0045104039,0.0162336631,0.0001419378
2263.8729424009,0.4615435240,-0.4191734804,0.0045096975,0.0162281908,0.0001418458
2263.9264820732,0.4617849519,-0.4183047741,0.0045089499,0.0162227473,0.0001417541
2263.9795718175,0.4620243102,-0.4174436560,0.0045081612,0.0162173445,0.0001416629
2264.0322921639,0.4622619602,-0.4165888135,0.0045073286,0.0162119739,0.0001415721
2264.0846576034,0.4624979657,-0.4157400062,0.0045064500,0.0162066340,0.0001414815
2264.1366173297,0.4627320958,-0.4148980517,0.0045055246,0.0162013298,0.0001413914
2264.1882487619,0.4629646976,-0.4140616900,0.0045045493,0.0161960534,0.0001413016
2264.2395647799,0.4631958270,-0.4132307077,0.0045035217,0.0161908032,0.0001412119
2264.2905760057,0.4634255298,-0.4124049282,0.0045024397,0.0161855780,0.0001411224
2264.3413557983,0.4636541341,-0.4115831602,0.0045012994,0.0161803702,0.0001410330
2264.3917904446,0.4638811256,-0.4107672395,0.0045001013,0.0161751914,0.0001409439
2264.4420139591,0.4641071051,-0.4099549942,0.0044988399,0.0161700276,0.0001408547
2264.4920357503,0.4643321123,-0.4091462692,0.0044975122,0.0161648776,0.0001407654
2264.5418028256,0.4645559059,-0.4083419181,0.0044961173,0.0161597469,0.0001406762
2264.5913838526,0.4647787920,-0.4075408282,0.0044946504,0.0161546282,0.0001405869
2264.6407244077,0.4650005229,-0.4067438757,0.0044931105,0.0161495270,0.0001404976
2264.6899521923,0.4652216692,-0.4059489957,0.0044914906,0.0161444298,0.0001404081
2264.7389502865,0.4654417024,-0.4051580738,0.0044897914,0.0161393488,0.0001403184
2264.7877806272,0.4656608973,-0.4043701077,0.0044880079,0.0161342773,0.0001402286
2264.8365668951,0.4658798051,-0.4035831003,0.0044861319,0.0161292024,0.0001401383
2264.8851853325,0.4660978664,-0.4027990468,0.0044841646,0.0161241367,0.0001400478
2264.9337535042,0.4663156043,-0.4020160500,0.0044820974,0.0161190679,0.0001399568
2264.9822019799,0.4665327030,-0.4012352284,0.0044799292,0.0161140031,0.0001398654
2265.0305825611,0.4667493900,-0.4004557461,0.0044776538,0.0161089367,0.0001397736
2265.0788834852,0.4669656076,-0.3996777919,0.0044752675,0.0161038698,0.0001396813
2265.1272045083,0.4671817971,-0.3988997590,0.0044727605,0.0160987918,0.0001395883
2265.1754584371,0.4673975624,-0.3981230516,0.0044701325,0.0160937118,0.0001394948
2265.2237389810,0.4676133168,-0.3973461613,0.0044673733,0.0160886198,0.0001394006
2265.2720651514,0.4678291384,-0.3965687833,0.0044644762,0.0160835136,0.0001393055
2265.3204378371,0.4680450241,-0.3957909044,0.0044614353,0.0160783929,0.0001392096
2265.3689142419,0.4682612216,-0.3950116063,0.0044582404,0.0160732517,0.0001391127
2265.4174656997,0.4684775949,-0.3942313517,0.0044548868,0.0160680928,0.0001390148
2265.4661066759,0.4686942000,-0.3934499098,0.0044513666,0.0160629147,0.0001389159
2265.5148870100,0.4689112497,-0.3926664823,0.0044476688,0.0160577119,0.0001388159
2265.5637697653,0.4691285699,-0.3918816648,0.0044437884,0.0160524883,0.0001387148
2265.6128764632,0.4693466902,-0.3910935091,0.0044397073,0.0160472309,0.0001386123
2265.6621118757,0.4695651764,-0.3903035471,0.0044354246,0.0160419499,0.0001385086
2265.7116312254,0.4697847050,-0.3895092918,0.0044309170,0.0160366285,0.0001384032
2265.7613062648,0.4700046943,-0.3887128045,0.0044261863,0.0160312807,0.0001382965
2265.8111331024,0.4702251145,-0.3879141503,0.0044212232,0.0160259070,0.0001381885
2265.8610839566,0.4704458294,-0.3871137773,0.0044160208,0.0160205105,0.0001380790
2265.9111454885,0.4706667667,-0.3863119016,0.0044105710,0.0160150929,0.0001379682
2265.9611117801,0.4708870056,-0.3855118220,0.0044048878,0.0160096769,0.0001378564
2266.0110472892,0.4711068189,-0.3847125060,0.0043989567,0.0160042560,0.0001377435
2266.0607377008,0.4713252529,-0.3839173821,0.0043927969,0.0159988539,0.0001376300
2266.1100699432,0.4715418032,-0.3831282552,0.0043864189,0.0159934837,0.0001375161
2266.1589218524,0.4717559285,-0.3823470730,0.0043798372,0.0159881594,0.0001374021
2266.2071911761,0.4719671780,-0.3815754625,0.0043730661,0.0159828931,0.0001372883
2266.2547987178,0.4721752046,-0.3808146799,0.0043661196,0.0159776942,0.0001371749
2266.3017052512,0.4723798384,-0.3800653419,0.0043590074,0.0159725679,0.0001370619
2266.3478853105,0.4725809708,-0.3793278444,0.0043517384,0.0159675180,0.0001369496
2266.3933457073,0.4727786349,-0.3786020677,0.0043443174,0.0159625447,0.0001368380
2266.4380820249,0.4729728154,-0.3778880717,0.0043367511,0.0159576492,0.0001367270
2266.4821180778,0.4731636200,-0.3771854660,0.0043290419,0.0159528300,0.0001366167
2266.5254912850,0.4733512151,-0.3764936435,0.0043211895,0.0159480837,0.0001365070
2266.5682135793,0.4735356564,-0.3758124046,0.0043131979,0.0159434099,0.0001363980
2266.6103747610,0.4737173352,-0.3751403088,0.0043050560,0.0159387996,0.0001362894
2266.6519345228,0.4738960812,-0.3744779905,0.0042967770,0.0159342579,0.0001361814
2266.6929118655,0.4740719801,-0.3738251386,0.0042883631,0.0159297837,0.0001360740
2266.7334132739,0.4742454923,-0.3731800494,0.0042797976,0.0159253660,0.0001359670
2266.7734522581,0.4744166774,-0.3725425013,0.0042710821,0.0159210042,0.0001358603
2266.8129997054,0.4745854135,-0.3719129513,0.0042622275,0.0159167021,0.0001357540
2266.8520696059,0.4747517634,-0.3712911702,0.0042532360,0.0159124590,0.0001356482
2266.8907517353,0.4749161116,-0.3706757236,0.0042440913,0.0159082658,0.0001355426
2266.9290112665,0.4750783116,-0.3700671600,0.0042348057,0.0159041271,0.0001354374
2266.9668693013,0.4752384554,-0.3694651384,0.0042253787,0.0159000412,0.0001353326
2267.0044050461,0.4753968790,-0.3688683943,0.0042157942,0.0158960004,0.0001352279
2267.0416098912,0.4755535466,-0.3682770604,0.0042060578,0.0158920063,0.0001351234
2267.0785148680,0.4757085892,-0.3676906392,0.0041961646,0.0158880562,0.0001350191
2267.1151429265,0.4758621032,-0.3671087622,0.0041861113,0.0158841486,0.0001349149
2267.1514653447,0.4760139683,-0.3665318817,0.0041759090,0.0158802871,0.0001348109
2267.1875042761,0.4761642777,-0.3659596419,0.0041655549,0.0158764702,0.0001347071
2267.2232693748,0.4763130720,-0.3653918859,0.0041550495,0.0158726975,0.0001346035
2267.2588072333,0.4764605447,-0.3648278706,0.0041443820,0.0158689648,0.0001345000
2267.2941167750,0.4766066904,-0.3642676100,0.0041335552,0.0158652730,0.0001343966
2267.3291583524,0.4767513452,-0.3637117297,0.0041225846,0.0158616270,0.0001342935
2267.3639752315,0.4768946877,-0.3631595402,0.0041114598,0.0158580229,0.0001341905
2267.3986083602,0.4770368856,-0.3626103890,0.0041001704,0.0158544573,0.0001340876
2267.4330440630,0.4771778813,-0.3620644904,0.0040887233,0.0158509323,0.0001339849
2267.4673224426,0.4773178377,-0.3615212059,0.0040771075,0.0158474446,0.0001338822
2267.5014264396,0.4774566832,-0.3609808036,0.0040653311,0.0158439967,0.0001337796
2267.5353449776,0.4775943715,-0.3604434562,0.0040534006,0.0158405904,0.0001336772
