t,x,y,vx,vy,kinetic_energy
1244.4951500859,-0.6491737345,0.7889854193,0.0021122359,0.0060784269,0.0000207044
1244.5264624154,-0.6491075895,0.7891756526,0.0021126176,0.0060722468,0.0000206677
1244.5575064004,-0.6490419994,0.7893640625,0.0021130122,0.0060659851,0.0000206305
1244.5883679175,-0.6489767823,0.7895511702,0.0021134212,0.0060596214,0.0000205928
1244.6189911695,-0.6489120561,0.7897366370,0.0021138442,0.0060531644,0.0000205546
1244.6494527668,-0.6488476584,0.7899209264,0.0021142825,0.0060465944,0.0000205157
1244.6796894454,-0.6487837227,0.7901036548,0.0021147357,0.0060399220,0.0000204764
1244.7097126606,-0.6487202245,0.7902848913,0.0021152042,0.0060331415,0.0000204364
1244.7395408484,-0.6486571247,0.7904647465,0.0021156887,0.0060262455,0.0000203959
1244.7692479560,-0.6485942663,0.7906436648,0.0021161909,0.0060192131,0.0000203546
1244.7987710814,-0.6485317821,0.7908212656,0.0021167101,0.0060120548,0.0000203126
1244.8281199127,-0.6484696513,0.7909976058,0.0021172469,0.0060047647,0.0000202700
1244.8573110786,-0.6484078383,0.7911727839,0.0021178020,0.0059973345,0.0000202266
1244.8863458085,-0.6483463402,0.7913468054,0.0021183760,0.0059897599,0.0000201824
1244.9152321748,-0.6482851395,0.7915197166,0.0021189695,0.0059820342,0.0000201374
1244.9439848496,-0.6482242047,0.7916916032,0.0021195834,0.0059741490,0.0000200915
1244.9726030403,-0.6481635371,0.7918624579,0.0021202180,0.0059660995,0.0000200448
1245.0010996091,-0.6481031088,0.7920323546,0.0021208743,0.0059578772,0.0000199972
1245.0293353682,-0.6480432149,0.7922004623,0.0021215495,0.0059495183,0.0000199489
1245.0575969354,-0.6479832467,0.7923684842,0.0021222510,0.0059409328,0.0000198993
1245.0856097217,-0.6479237865,0.7925347845,0.0021229726,0.0059321982,0.0000198490
1245.1135779313,-0.6478644004,0.7927005728,0.0021237202,0.0059232461,0.0000197975
1245.1414979537,-0.6478050953,0.7928658224,0.0021244944,0.0059140700,0.0000197449
1245.1692207784,-0.6477461873,0.7930296480,0.0021252918,0.0059047133,0.0000196913
1245.1968725246,-0.6476874080,0.7931927917,0.0021261165,0.0058951280,0.0000196365
1245.2244464478,-0.6476287709,0.7933552088,0.0021269693,0.0058853091,0.0000195804
1245.2518578329,-0.6475704558,0.7935163964,0.0021278480,0.0058752808,0.0000195233
1245.2791516705,-0.6475123663,0.7936766160,0.0021287547,0.0058650211,0.0000194650
1245.3064317762,-0.6474542809,0.7938364713,0.0021296939,0.0058544831,0.0000194053
1245.3335284114,-0.6473965604,0.7939949630,0.0021306602,0.0058437255,0.0000193444
1245.3605381342,-0.6473389984,0.7941526523,0.0021316580,0.0058327040,0.0000192822
1245.3874658883,-0.6472815839,0.7943095625,0.0021326880,0.0058214088,0.0000192186
1245.4143735834,-0.6472241839,0.7944660478,0.0021337538,0.0058098052,0.0000191534
1245.4411217956,-0.6471670952,0.7946212918,0.0021348506,0.0057979454,0.0000190869
1245.4677551574,-0.6471102220,0.7947755497,0.0021359809,0.0057858036,0.0000190190
1245.4942964147,-0.6470535150,0.7949289478,0.0021371464,0.0057733619,0.0000189496
1245.5206899542,-0.6469970924,0.7950811602,0.0021383455,0.0057606397,0.0000188787
1245.5469885658,-0.6469408408,0.7952324864,0.0021395812,0.0057476045,0.0000188064
1245.5731549956,-0.6468848390,0.7953827070,0.0021408526,0.0057342676,0.0000187325
1245.5992001856,-0.6468290632,0.7955318801,0.0021421609,0.0057206169,0.0000186572
1245.6250599070,-0.6467736502,0.7956796343,0.0021435034,0.0057066805,0.0000185804
1245.6507278872,-0.6467186132,0.7958259316,0.0021448802,0.0056924580,0.0000185023
1245.6762234302,-0.6466639104,0.7959708796,0.0021462927,0.0056779347,0.0000184228
1245.7015332772,-0.6466095699,0.7961144006,0.0021477406,0.0056631141,0.0000183418
1245.7265997870,-0.6465557151,0.7962561669,0.0021492207,0.0056480280,0.0000182597
1245.7514598309,-0.6465022666,0.7963963869,0.0021507353,0.0056326528,0.0000181762
1245.7760462040,-0.6464493689,0.7965346822,0.0021522802,0.0056170299,0.0000180917
1245.8003970353,-0.6463969400,0.7966712689,0.0021538578,0.0056011357,0.0000180059
1245.8245037234,-0.6463449983,0.7968060998,0.0021554673,0.0055849763,0.0000179190
1245.8483183326,-0.6462936473,0.7969389095,0.0021571052,0.0055685859,0.0000178311
1245.8718396348,-0.6462428899,0.7970696953,0.0021587709,0.0055519694,0.0000177423
1245.8950986067,-0.6461926595,0.7971986332,0.0021604663,0.0055351084,0.0000176525
1245.9180815065,-0.6461429860,0.7973256504,0.0021621897,0.0055180163,0.0000175618
1245.9407808985,-0.6460938858,0.7974507104,0.0021639401,0.0055007031,0.0000174702
1245.9632076056,-0.6460453359,0.7975738772,0.0021657178,0.0054831654,0.0000173777
1245.9853600772,-0.6459973400,0.7976951470,0.0021675219,0.0054654093,0.0000172844
1246.0072427650,-0.6459498889,0.7978145490,0.0021693523,0.0054474365,0.0000171903
1246.0288592230,-0.6459029752,0.7979321075,0.0021712085,0.0054292496,0.0000170954
1246.0502185377,-0.6458565797,0.7980478768,0.0021730907,0.0054108463,0.0000169998
1246.0713235846,-0.6458106964,0.7981618772,0.0021749983,0.0053922297,0.0000169034
1246.0921781169,-0.6457653178,0.7982741341,0.0021769312,0.0053734022,0.0000168062
1246.1127926695,-0.6457204212,0.7983847089,0.0021788896,0.0053543598,0.0000167084
1246.1331638817,-0.6456760145,0.7984935883,0.0021808724,0.0053351114,0.0000166098
1246.1533032439,-0.6456320730,0.7986008388,0.0021828801,0.0053156520,0.0000165106
1246.1732280158,-0.6455885594,0.7987065566,0.0021849138,0.0052959702,0.0000164106
1246.1929334488,-0.6455454845,0.7988107207,0.0021869723,0.0052760758,0.0000163099
1246.2124250215,-0.6455028368,0.7989133645,0.0021890556,0.0052559690,0.0000162086
1246.2317040358,-0.6454606137,0.7990144992,0.0021911631,0.0052356539,0.0000161066
1246.2508007617,-0.6454187493,0.7991142876,0.0021932975,0.0052151036,0.0000160039
1246.2696997791,-0.6453772778,0.7992126523,0.0021954566,0.0051943392,0.0000159006
1246.2884131944,-0.6453361730,0.7993096605,0.0021976412,0.0051733526,0.0000157966
1246.3069487028,-0.6452954182,0.7994053553,0.0021998515,0.0051521397,0.0000156919
1246.3252945529,-0.6452550396,0.7994996798,0.0022020856,0.0051307193,0.0000155867
1246.3434852349,-0.6452149617,0.7995928147,0.0022043470,0.0051090554,0.0000154808
1246.3614960795,-0.6451752390,0.7996846368,0.0022066323,0.0050871821,0.0000153743
1246.3793406045,-0.6451358422,0.7997752186,0.0022089424,0.0050650881,0.0000152673
1246.3970459622,-0.6450967114,0.7998647006,0.0022112805,0.0050427436,0.0000151595
1246.4145645534,-0.6450579523,0.7999528457,0.0022136397,0.0050202136,0.0000150514
1246.4319594263,-0.6450194256,0.8000399740,0.0022160278,0.0049974217,0.0000149425
1246.4491937792,-0.6449812131,0.8001259037,0.0022184395,0.0049744200,0.0000148332
1246.4663014133,-0.6449432400,0.8002108060,0.0022208788,0.0049511676,0.0000147232
1246.4832710847,-0.6449055316,0.8002946270,0.0022233438,0.0049276833,0.0000146127
1246.5001193161,-0.6448680513,0.8003774504,0.0022258364,0.0049039478,0.0000145015
1246.5168361014,-0.6448308214,0.8004592289,0.0022283547,0.0048799790,0.0000143899
1246.5334208374,-0.6447938437,0.8005399620,0.0022308982,0.0048557817,0.0000142778
1246.5498948183,-0.6447570709,0.8006197552,0.0022334696,0.0048313285,0.0000141651
1246.5662650745,-0.6447204872,0.8006986435,0.0022360697,0.0048066116,0.0000140518
1246.5825164724,-0.6446841266,0.8007765555,0.0022386957,0.0047816572,0.0000139380
1246.5986470360,-0.6446479939,0.8008534838,0.0022413468,0.0047564722,0.0000138238
1246.6146776054,-0.6446120424,0.8009295293,0.0022440260,0.0047310277,0.0000137091
1246.6305959307,-0.6445762998,0.8010046355,0.0022467309,0.0047053463,0.0000135940
1246.6464200278,-0.6445407257,0.8010788886,0.0022494641,0.0046794024,0.0000134784
1246.6621162946,-0.6445053960,0.8011521331,0.0022522193,0.0046532550,0.0000133626
1246.6777170355,-0.6444702381,0.8012245220,0.0022550017,0.0046268548,0.0000132464
1246.6932544569,-0.6444351793,0.8012962044,0.0022578168,0.0046001490,0.0000131296
1246.7086774843,-0.6444003351,0.8013669456,0.0022606550,0.0045732283,0.0000130125
1246.7240113341,-0.6443656487,0.8014368629,0.0022635205,0.0045460526,0.0000128951
1246.7392696675,-0.6443310891,0.8015060192,0.0022664154,0.0045186005,0.0000127772
1246.7544352436,-0.6442966955,0.8015743369,0.0022693362,0.0044909057,0.0000126591
1246.7695249350,-0.6442624297,0.8016418928,0.0022722857,0.0044629407,0.0000125406
1246.7845455096,-0.6442282764,0.8017087171,0.0022752650,0.0044346950,0.0000124217
1246.7994769608,-0.6441942810,0.8017747214,0.0022782697,0.0044062092,0.0000123026
1246.8143397723,-0.6441603970,0.8018399968,0.0022813036,0.0043774475,0.0000121832
1246.8291185735,-0.6441266595,0.8019044764,0.0022843632,0.0043484424,0.0000120636
1246.8438303382,-0.6440930298,0.8019682348,0.0022874516,0.0043191639,0.0000119438
1246.8584799328,-0.6440594968,0.8020312928,0.0022905696,0.0042896045,0.0000118237
1246.8730537459,-0.6440260916,0.8020935919,0.0022937138,0.0042597945,0.0000117035
1246.8875647327,-0.6439927846,0.8021551880,0.0022968868,0.0042297105,0.0000115831
1246.9020228491,-0.6439595528,0.8022161225,0.0023000905,0.0041993339,0.0000114624
1246.9164066687,-0.6439264456,0.8022763052,0.0023033197,0.0041687127,0.0000113417
1246.9307555480,-0.6438933721,0.8023359000,0.0023065830,0.0041377651,0.0000112207
1246.9450439865,-0.6438603912,0.8023947997,0.0023098744,0.0041065479,0.0000110996
1246.9592583329,-0.6438275343,0.8024529485,0.0023131903,0.0040750944,0.0000109786
1246.9734406816,-0.6437947042,0.8025105180,0.0023165402,0.0040433140,0.0000108574
1246.9875666654,-0.6437619569,0.8025674079,0.0023199182,0.0040112631,0.0000107361
1247.0016229605,-0.6437293236,0.8026235650,0.0023233206,0.0039789754,0.0000106150
1247.0156516142,-0.6436967065,0.8026791563,0.0023267573,0.0039463568,0.0000104938
1247.0296263805,-0.6436641664,0.8027340764,0.0023302217,0.0039134702,0.0000103726
1247.0435598642,-0.6436316740,0.8027883739,0.0023337165,0.0038802887,0.0000102514
1247.0574578907,-0.6435992155,0.8028420700,0.0023372429,0.0038468004,0.0000101303
1247.0712787439,-0.6435668884,0.8028950037,0.0023407900,0.0038131093,0.0000100095
1247.0850723017,-0.6435345759,0.8029473659,0.0023443700,0.0037790972,0.0000098888
1247.0988396189,-0.6435022754,0.8029991581,0.0023479832,0.0037447631,0.0000097681
1247.1125607653,-0.6434700334,0.8030503035,0.0023516240,0.0037101589,0.0000096477
1247.1262694638,-0.6434377706,0.8031009258,0.0023553011,0.0036752013,0.0000095273
1247.1399403643,-0.6434055462,0.8031509286,0.0023590074,0.0036399567,0.0000094071
1247.1535576249,-0.6433733976,0.8032002537,0.0023627383,0.0036044693,0.0000092874
1247.1671399077,-0.6433412807,0.8032489681,0.0023664985,0.0035686942,0.0000091679
1247.1807177186,-0.6433091231,0.8032971782,0.0023702962,0.0035325523,0.0000090486
1247.1942650274,-0.6432769861,0.8033447884,0.0023741239,0.0034961147,0.0000089296
1247.2077671006,-0.6432449046,0.8033917459,0.0023779771,0.0034594241,0.0000088112
1247.2212379262,-0.6432128451,0.8034380986,0.0023818593,0.0034224462,0.0000086932
1247.2346906847,-0.6431807763,0.8034838894,0.0023857740,0.0033851472,0.0000085756
1247.2481304847,-0.6431486855,0.8035291327,0.0023897225,0.0033475148,0.0000084583
1247.2615362597,-0.6431166228,0.8035737550,0.0023936982,0.0033096107,0.0000083417
1247.2749217082,-0.6430845553,0.8036178003,0.0023977048,0.0032713993,0.0000082255
1247.2882945135,-0.6430524643,0.8036612908,0.0024017445,0.0032328609,0.0000081099
1247.3016597294,-0.6430203372,0.8037042393,0.0024058183,0.0031939830,0.0000079947
1247.3149937907,-0.6429882306,0.8037465675,0.0024099188,0.0031548370,0.0000078804
1247.3283142907,-0.6429561018,0.8037883291,0.0024140510,0.0031153745,0.0000077666
1247.3416503773,-0.6429238800,0.8038296106,0.0024182238,0.0030755106,0.0000076533
1247.3549503244,-0.6428916899,0.8038702484,0.0024224205,0.0030354025,0.0000075409
1247.3682576290,-0.6428594259,0.8039103724,0.0024266547,0.0029949221,0.0000074291
1247.3815475276,-0.6428271476,0.8039499041,0.0024309181,0.0029541471,0.0000073182
1247.3948539309,-0.6427947722,0.8039889396,0.0024352213,0.0029129758,0.0000072079
1247.4081495260,-0.6427623657,0.8040273940,0.0024395551,0.0028714947,0.0000070985
1247.4214468749,-0.6427298971,0.8040652995,0.0024439234,0.0028296674,0.0000069899
1247.4347233106,-0.6426974214,0.8041025883,0.0024483183,0.0027875688,0.0000068824
1247.4480195446,-0.6426648385,0.8041393703,0.0024527529,0.0027450725,0.0000067757
1247.4613373622,-0.6426321435,0.8041756434,0.0024572276,0.0027021744,0.0000066699
1247.4746223555,-0.6425994694,0.8042112557,0.0024617237,0.0026590531,0.0000065653
1247.4879474803,-0.6425666364,0.8042463980,0.0024662654,0.0026154750,0.0000064616
1247.5012799353,-0.6425337245,0.8042809762,0.0024708415,0.0025715491,0.0000063590
1247.5146008098,-0.6425007801,0.8043149374,0.0024754448,0.0025273415,0.0000062576
1247.5279537145,-0.6424676948,0.8043483871,0.0024800902,0.0024827105,0.0000061573
1247.5413112243,-0.6424345357,0.8043812500,0.0024847678,0.0024377506,0.0000060583
1247.5547095076,-0.6424012125,0.8044136078,0.0024894898,0.0023923426,0.0000059604
1247.5681183520,-0.6423677995,0.8044453800,0.0024942453,0.0023465915,0.0000058639
1247.5815467428,-0.6423342737,0.8044765816,0.0024990370,0.0023004702,0.0000057687
1247.5949737571,-0.6423006867,0.8045071588,0.0025038570,0.0022540548,0.0000056750
1247.6084407374,-0.6422669346,0.8045371990,0.0025087197,0.0022072058,0.0000055827
1247.6219202256,-0.6422330854,0.8045666333,0.0025136147,0.0021600224,0.0000054920
1247.6354498086,-0.6421990438,0.8045955355,0.0025185554,0.0021123763,0.0000054026
1247.6490268860,-0.6421648154,0.8046238892,0.0025235403,0.0020642790,0.0000053148
1247.6626478370,-0.6421304082,0.8046516764,0.0025285678,0.0020157463,0.0000052284
1247.6763166936,-0.6420958109,0.8046788949,0.0025336389,0.0019667672,0.0000051437
1247.6900060385,-0.6420610922,0.8047054814,0.0025387431,0.0019174439,0.0000050609
1247.7037512194,-0.6420261613,0.8047314951,0.0025438929,0.0018676534,0.0000049798
1247.7175230746,-0.6419910915,0.8047568712,0.0025490769,0.0018175055,0.0000049006
1247.7313621784,-0.6419557784,0.8047816736,0.0025543098,0.0017668569,0.0000048231
1247.7452649505,-0.6419202297,0.8048058827,0.0025595899,0.0017157242,0.0000047476
1247.7592289276,-0.6418844505,0.8048294810,0.0025649157,0.0016641205,0.0000046740
1247.7732218851,-0.6418485223,0.8048524038,0.0025702743,0.0016121703,0.0000046027
1247.7873185105,-0.6418122519,0.8048747597,0.0025756936,0.0015596008,0.0000045333
1247.8014723062,-0.6417757575,0.8048964591,0.0025811554,0.0015065897,0.0000044661
1247.8157146226,-0.6417389566,0.8049175352,0.0025866710,0.0014530247,0.0000044011
1247.8300079162,-0.6417019449,0.8049379183,0.0025922252,0.0013990526,0.0000043385
1247.8444160649,-0.6416645552,0.8049576828,0.0025978423,0.0013444376,0.0000042781
1247.8588943728,-0.6416269019,0.8049767495,0.0026035040,0.0012893546,0.0000042203
1247.8735278399,-0.6415887617,0.8049952087,0.0026092430,0.0012334854,0.0000041648
1247.8882233134,-0.6415503752,0.8050129219,0.0026150220,0.0011771915,0.0000041121
1247.9030412888,-0.6415115826,0.8050299438,0.0026208639,0.0011202484,0.0000040619
1247.9179913891,-0.6414723562,0.8050462611,0.0026267718,0.0010626254,0.0000040146
1247.9330747953,-0.6414326905,0.8050618496,0.0026327451,0.0010043250,0.0000039700
1247.9482612860,-0.6413926626,0.8050766551,0.0026387711,0.0009454719,0.0000039285
1247.9636192294,-0.6413520897,0.8050907177,0.0026448759,0.0008858094,0.0000038900
1247.9791248878,-0.6413110313,0.8051039848,0.0026510488,0.0008254381,0.0000038547
1247.9947578547,-0.6412695388,0.8051164123,0.0026572808,0.0007644473,0.0000038228
1248.0105888751,-0.6412274214,0.8051280246,0.0026635987,0.0007025709,0.0000037942
1248.0265820441,-0.6411847709,0.8051387604,0.0026699869,0.0006399599,0.0000037692
1248.0427601602,-0.6411415232,0.8051486008,0.0026764532,0.0005765369,0.0000037479
1248.0591140814,-0.6410976993,0.8051575047,0.0026829924,0.0005123504,0.0000037305
1248.0756180382,-0.6410533648,0.8051654256,0.0026895925,0.0004475157,0.0000037171
1248.0922792031,-0.6410084976,0.8051723361,0.0026962548,0.0003820196,0.0000037079
1248.1090759674,-0.6409631528,0.8051781981,0.0027029687,0.0003159631,0.0000037029
1248.1259624634,-0.6409174522,0.8051829728,0.0027097140,0.0002495438,0.0000037024
1248.1429018531,-0.6408714940,0.8051866357,0.0027164741,0.0001829243,0.0000037063
1248.1598419876,-0.6408254194,0.8051891703,0.0027232263,0.0001163277,0.0000037147
1248.1767392899,-0.6407793474,0.8051905750,0.0027299514,0.0000499430,0.0000037276
1248.1935300260,-0.6407334534,0.8051908602,0.0027366224,-0.0000159624,0.0000037447
1248.2101976438,-0.6406877854,0.8051900494,0.0027432312,-0.0000813075,0.0000037660
1248.2267053369,-0.6406424470,0.8051881737,0.0027497618,-0.0001459335,0.0000037912
1248.2430534794,-0.6405974408,0.8051852655,0.0027562132,-0.0002098284,0.0000038204
1248.2592260005,-0.6405528144,0.8051813617,0.0027625779,-0.0002729171,0.0000038532
1248.2752161192,-0.6405085902,0.8051764999,0.0027688523,-0.0003351622,0.0000038894
1248.2910332316,-0.6404647460,0.8051707126,0.0027750392,-0.0003965905,0.0000039291
1248.3066702191,-0.6404213051,0.8051640373,0.0027811353,-0.0004571655,0.0000039719
1248.3221666604,-0.6403781607,0.8051564888,0.0027871551,-0.0005170320,0.0000040178
1248.3374844141,-0.6403354223,0.8051481169,0.0027930834,-0.0005760353,0.0000040666
1248.3526488160,-0.6402930225,0.8051389399,0.0027989293,-0.0006342664,0.0000041181
1248.3677021271,-0.6402508458,0.8051289582,0.0028047086,-0.0006918809,0.0000041725
1248.3826102023,-0.6402089905,0.8051182195,0.0028104077,-0.0007487419,0.0000042295
1248.3974058382,-0.6401673671,0.8051067252,0.0028160388,-0.0008049687,0.0000042890
1248.4120774649,-0.6401260104,0.8050945073,0.0028215970,-0.0008605123,0.0000043509
1248.4266476109,-0.6400848593,0.8050815689,0.0028270904,-0.0009154528,0.0000044152
1248.4411301533,-0.6400438764,0.8050679168,0.0028325238,-0.0009698374,0.0000044819
1248.4554788432,-0.6400031950,0.8050536157,0.0028378797,-0.0010234884,0.0000045505
1248.4697738489,-0.6399625895,0.8050386043,0.0028431876,-0.0010767014,0.0000046215
1248.4839838420,-0.6399221505,0.8050229300,0.0028484355,-0.0011293547,0.0000046945
1248.4981174682,-0.6398818551,0.8050065995,0.0028536262,-0.0011814764,0.0000047695
1248.5121804673,-0.6398416884,0.8049896212,0.0028587615,-0.0012330836,0.0000048465
1248.5262044333,-0.6398015615,0.8049719691,0.0028638526,-0.0012842876,0.0000049255
1248.5401553555,-0.6397615729,0.8049536983,0.0028688868,-0.0013349602,0.0000050063
1248.5540393169,-0.6397217068,0.8049348153,0.0028738661,-0.0013851203,0.0000050888
1248.5678881912,-0.6396818728,0.8049152881,0.0028788016,-0.0014348792,0.0000051732
1248.5816687078,-0.6396421678,0.8048951751,0.0028836810,-0.0014841140,0.0000052591
1248.5953607202,-0.6396026513,0.8048745213,0.0028884974,-0.0015327512,0.0000053464
1248.6090622934,-0.6395630416,0.8048531884,0.0028932848,-0.0015811355,0.0000054355
1248.6226963170,-0.6395235622,0.8048313046,0.0028980159,-0.0016289907,0.0000055261
1248.6362977393,-0.6394841131,0.8048088250,0.0029027028,-0.0016764370,0.0000056181
1248.6498626724,-0.6394447066,0.8047857650,0.0029073438,-0.0017234578,0.0000057115
1248.6634162421,-0.6394052705,0.8047620893,0.0029119472,-0.0017701365,0.0000058064
1248.6769213776,-0.6393659135,0.8047378710,0.0029165003,-0.0018163426,0.0000059025
1248.6904377937,-0.6393264622,0.8047130098,0.0029210227,-0.0018622769,0.0000060002
1248.7038953597,-0.6392871223,0.8046876421,0.0029254909,-0.0019076982,0.0000060989
1248.7173271320,-0.6392477980,0.8046617156,0.0029299157,-0.0019527166,0.0000061988
1248.7307336330,-0.6392084887,0.8046352371,0.0029342972,-0.0019973315,0.0000062997
1248.7441362052,-0.6391691324,0.8046081706,0.0029386420,-0.0020416110,0.0000064019
1248.7574997114,-0.6391298331,0.8045805944,0.0029429385,-0.0020854368,0.0000065050
1248.7708550553,-0.6390905006,0.8045524520,0.0029471967,-0.0021289084,0.0000066091
1248.7842241305,-0.6390510711,0.8045237014,0.0029514232,-0.0021720935,0.0000067144
1248.7975669358,-0.6390116628,0.8044944339,0.0029556050,-0.0022148600,0.0000068206
1248.8109111370,-0.6389721950,0.8044645949,0.0029597508,-0.0022572944,0.0000069278
1248.8242480852,-0.6389326935,0.8044342085,0.0029638575,-0.0022993666,0.0000070358
1248.8375992242,-0.6388930954,0.8044032301,0.0029679315,-0.0023411412,0.0000071448
1248.8509517727,-0.6388534389,0.8043716929,0.0029719687,-0.0023825750,0.0000072546
1248.8642742715,-0.6388138183,0.8043396776,0.0029759594,-0.0024235690,0.0000073650
1248.8776214114,-0.6387740712,0.8043070577,0.0029799199,-0.0024642896,0.0000074763
1248.8909531026,-0.6387343177,0.8042739354,0.0029838380,-0.0025046118,0.0000075882
1248.9043220557,-0.6386944009,0.8042401830,0.0029877291,-0.0025446924,0.0000077010
1248.9176617936,-0.6386545197,0.8042059727,0.0029915736,-0.0025843299,0.0000078141
1248.9310323396,-0.6386144951,0.8041711552,0.0029953886,-0.0026237010,0.0000079281
1248.9443931438,-0.6385744491,0.8041358397,0.0029991625,-0.0026626838,0.0000080424
1248.9577477497,-0.6385343715,0.8041000224,0.0030028962,-0.0027012881,0.0000081572
1248.9711450571,-0.6384941159,0.8040635750,0.0030066031,-0.0027396524,0.0000082727
1248.9845683182,-0.6384537328,0.8040265440,0.0030102782,-0.0027777250,0.0000083888
1248.9979821579,-0.6384133290,0.8039890309,0.0030139118,-0.0028154040,0.0000085051
1249.0114146307,-0.6383728204,0.8039509617,0.0030175113,-0.0028527669,0.0000086218
1249.0248867818,-0.6383321440,0.8039122785,0.0030210822,-0.0028898693,0.0000087391
1249.0383347647,-0.6382914928,0.8038731686,0.0030246074,-0.0029265342,0.0000088564
1249.0518226867,-0.6382506735,0.8038334498,0.0030281038,-0.0029629354,0.0000089742
1249.0653364497,-0.6382097290,0.8037931651,0.0030315673,-0.0029990319,0.0000090923
1249.0788714159,-0.6381686735,0.8037523308,0.0030349966,-0.0030348092,0.0000092106
1249.0924215854,-0.6381275258,0.8037109681,0.0030383902,-0.0030702499,0.0000093291
1249.1060373082,-0.6380861329,0.8036689241,0.0030417602,-0.0031054827,0.0000094482
1249.1196672561,-0.6380446511,0.8036263583,0.0030450938,-0.0031403716,0.0000095673
1249.1333137827,-0.6380030736,0.8035832670,0.0030483915,-0.0031749218,0.0000096864
1249.1470070567,-0.6379613087,0.8035395567,0.0030516603,-0.0032092075,0.0000098058
1249.1607531166,-0.6379193381,0.8034952084,0.0030549015,-0.0032432405,0.0000099255
1249.1745125067,-0.6378772824,0.8034503513,0.0030581055,-0.0032769210,0.0000100451
1249.1883147343,-0.6378350518,0.8034048915,0.0030612791,-0.0033103199,0.0000101648
1249.2021510061,-0.6377926734,0.8033588596,0.0030644202,-0.0033434137,0.0000102845
1249.2160207280,-0.6377501491,0.8033122596,0.0030675284,-0.0033761994,0.0000104042
1249.2299427156,-0.6377074215,0.8032650294,0.0030706078,-0.0034087191,0.0000105240
1249.2439055162,-0.6376645259,0.8032172087,0.0030736556,-0.0034409437,0.0000106437
1249.2579071601,-0.6376214685,0.8031688059,0.0030766713,-0.0034728668,0.0000107634
1249.2719707695,-0.6375781784,0.8031197417,0.0030796596,-0.0035045386,0.0000108830
1249.2860794436,-0.6375347075,0.8030700754,0.0030826168,-0.0035359184,0.0000110026
1249.3002500389,-0.6374910042,0.8030197484,0.0030855460,-0.0035670411,0.0000111222
1249.3144487700,-0.6374471728,0.8029688819,0.0030884402,-0.0035978308,0.0000112414
1249.3287067228,-0.6374031175,0.8029173661,0.0030913056,-0.0036283534,0.0000113606
1249.3430397513,-0.6373587893,0.8028651433,0.0030941451,-0.0036586395,0.0000114797
1249.3574274719,-0.6373142513,0.8028122875,0.0030969545,-0.0036886432,0.0000115986
1249.3718649345,-0.6372695191,0.8027588179,0.0030997325,-0.0037183523,0.0000117172
1249.3863534489,-0.6372245886,0.8027047309,0.0031024793,-0.0037477680,0.0000118356
1249.4009136157,-0.6371793961,0.8026499500,0.0031051987,-0.0037769298,0.0000119537
1249.4155334449,-0.6371339790,0.8025945203,0.0031078882,-0.0038058112,0.0000120716
1249.4302322093,-0.6370882772,0.8025383687,0.0031105510,-0.0038344476,0.0000121893
1249.4449974937,-0.6370423296,0.8024815421,0.0031131848,-0.0038628119,0.0000123066
1249.4598444768,-0.6369960888,0.8024239817,0.0031157919,-0.0038909306,0.0000124238
1249.4747388872,-0.6369496616,0.8023658210,0.0031183662,-0.0039187369,0.0000125404
1249.4897126340,-0.6369029489,0.8023069361,0.0031209131,-0.0039462886,0.0000126566
1249.5047783476,-0.6368559111,0.8022472761,0.0031234343,-0.0039736057,0.0000127727
1249.5199189235,-0.6368086016,0.8021869082,0.0031259269,-0.0040006543,0.0000128883
1249.5351499326,-0.6367609717,0.8021257695,0.0031283931,-0.0040274593,0.0000130036
1249.5504604877,-0.6367130556,0.8020639032,0.0031308309,-0.0040539988,0.0000131185
1249.5658479347,-0.6366648615,0.8020013199,0.0031332398,-0.0040802661,0.0000132329
1249.5813311928,-0.6366163302,0.8019379421,0.0031356223,-0.0041062909,0.0000133469
1249.5968975253,-0.6365675017,0.8018738212,0.0031379764,-0.0041320490,0.0000134604
1249.6125669554,-0.6365183131,0.8018088739,0.0031403049,-0.0041575707,0.0000135735
1249.6283478575,-0.6364687380,0.8017430635,0.0031426086,-0.0041828660,0.0000136862
1249.6442210773,-0.6364188366,0.8016764688,0.0031448844,-0.0042079009,0.0000137984
1249.6601785764,-0.6363686341,0.8016091231,0.0031471311,-0.0042326607,0.0000139099
1249.6762501887,-0.6363180367,0.8015408998,0.0031493525,-0.0042571891,0.0000140210
1249.6924394689,-0.6362670332,0.8014717817,0.0031515490,-0.0042814878,0.0000141317
1249.7087301734,-0.6362156745,0.8014018369,0.0031537179,-0.0043055292,0.0000142418
1249.7251426703,-0.6361638965,0.8013309764,0.0031558617,-0.0043293405,0.0000143513
1249.7416617850,-0.6361117469,0.8012592644,0.0031579782,-0.0043528964,0.0000144603
1249.7582847469,-0.6360592345,0.8011867122,0.0031600668,-0.0043761907,0.0000145685
1249.7750560296,-0.6360062188,0.8011131237,0.0031621328,-0.0043992822,0.0000146764
1249.7919438634,-0.6359527999,0.8010386359,0.0031641720,-0.0044221233,0.0000147836
1249.8089480475,-0.6358989786,0.8009632487,0.0031661840,-0.0044447112,0.0000148901
1249.8260893722,-0.6358446889,0.8008868682,0.0031681712,-0.0044670704,0.0000149960
1249.8433946998,-0.6357898456,0.8008093717,0.0031701361,-0.0044892314,0.0000151015
1249.8608317199,-0.6357345509,0.8007309012,0.0031720747,-0.0045111486,0.0000152063
